WP, 16, 2022091100,   , BEST,   0, 241N, 1424E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1006,  160,  40,   0,   0,   W,   0,    ,   0,   0,
WP, 16, 2022091106,   , BEST,   0, 240N, 1412E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1006,  160,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 16, 2022091112,   , BEST,   0, 238N, 1401E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1005,  170,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 16, 2022091118,   , BEST,   0, 235N, 1394E,  20, 1000, DB,   0,    ,    0,    0,    0,    0, 1005,  300,  70,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 16, 2022091200,   , BEST,   0, 228N, 1388E,  20, 1000, DB,   0,    ,    0,    0,    0,    0, 1005,  275,  50,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 16, 2022091206,   , BEST,   0, 222N, 1383E,  20, 1000, DB,   0,    ,    0,    0,    0,    0, 1005,  255,  70,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 16, 2022091212,   , BEST,   0, 216N, 1381E,  25, 1000, DB,   0,    ,    0,    0,    0,    0, 1005,  230,  70,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 16, 2022091218,   , BEST,   0, 216N, 1383E,  25, 1000, TD,   0,    ,    0,    0,    0,    0, 1003,  220,  70,   0,   0,   W,   0,    ,   0,   0,    SIXTEEN, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpE22022 to wp162022,
WP, 16, 2022091300,   , BEST,   0, 218N, 1388E,  25,  999, TD,   0,    ,    0,    0,    0,    0, 1003,  245,  25,   0,   0,   W,   0,    ,   0,   0,    SIXTEEN, S,
WP, 16, 2022091306,   , BEST,   0, 221N, 1392E,  25,  997, TD,   0,    ,    0,    0,    0,    0, 1004,  260,  25,   0,   0,   W,   0,    ,   0,   0,    SIXTEEN, S,
WP, 16, 2022091312,   , BEST,   0, 224N, 1399E,  30,  996, TD,   0,    ,    0,    0,    0,    0, 1005,  250,  25,   0,   0,   W,   0,    ,   0,   0,    SIXTEEN, S,
WP, 16, 2022091318,   , BEST,   0, 225N, 1402E,  35,  995, TS,  34, NEQ,    0,  100,    0,    0, 1003,  190,  30,   0,   0,   W,   0,    ,   0,   0,    SIXTEEN, S,
WP, 16, 2022091400,   , BEST,   0, 227N, 1404E,  40,  996, TS,  34, NEQ,   40,   85,   65,    0, 1004,  190,  30,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091406,   , BEST,   0, 229N, 1406E,  45,  993, TS,  34, NEQ,   40,   85,   65,    5, 1004,  300,  30,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091412,   , BEST,   0, 229N, 1403E,  45,  991, TS,  34, NEQ,  110,  130,  100,   35, 1005,  300,  20,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091418,   , BEST,   0, 231N, 1398E,  50,  989, TS,  34, NEQ,  120,  100,   95,  120, 1003,  300,  20,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091418,   , BEST,   0, 231N, 1398E,  50,  989, TS,  50, NEQ,   50,    0,    0,   70, 1003,  300,  20,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091500,   , BEST,   0, 232N, 1389E,  55,  980, TS,  34, NEQ,  155,   70,    0,  160, 1002,  300,  25,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091500,   , BEST,   0, 232N, 1389E,  55,  980, TS,  50, NEQ,   40,   30,    0,   45, 1002,  300,  25,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, M,
WP, 16, 2022091506,   , BEST,   0, 233N, 1381E,  65,  975, TY,  34, NEQ,  170,   75,   40,  180, 1003,  345,  40,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091506,   , BEST,   0, 233N, 1381E,  65,  975, TY,  50, NEQ,   45,   35,    0,   40, 1003,  345,  40,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091506,   , BEST,   0, 233N, 1381E,  65,  975, TY,  64, NEQ,   20,    0,    0,   25, 1003,  345,  40,   0,   0,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091512,   , BEST,   0, 235N, 1372E,  75,  969, TY,  34, NEQ,  160,  145,  130,  140, 1003,  345,  25,  85,   0,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091512,   , BEST,   0, 235N, 1372E,  75,  969, TY,  50, NEQ,   85,   75,   70,   75, 1003,  345,  25,  85,   0,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091512,   , BEST,   0, 235N, 1372E,  75,  969, TY,  64, NEQ,   45,   40,   35,   40, 1003,  345,  25,  85,   0,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091518,   , BEST,   0, 234N, 1364E,  85,  962, TY,  34, NEQ,  175,  130,  120,  170, 1003,  345,  25,   0,  40,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091518,   , BEST,   0, 234N, 1364E,  85,  962, TY,  50, NEQ,   95,   70,   60,   95, 1003,  345,  25,   0,  40,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091518,   , BEST,   0, 234N, 1364E,  85,  962, TY,  64, NEQ,   50,   35,   30,   50, 1003,  345,  25,   0,  40,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091600,   , BEST,   0, 238N, 1358E, 110,  950, TY,  34, NEQ,  180,  130,  120,  180, 1003,  345,  20,   0,  30,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091600,   , BEST,   0, 238N, 1358E, 110,  950, TY,  50, NEQ,  100,   80,   70,  100, 1003,  345,  20,   0,  30,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091600,   , BEST,   0, 238N, 1358E, 110,  950, TY,  64, NEQ,   50,   35,   30,   50, 1003,  345,  20,   0,  30,   W,   0,    ,   0,   0,   NANMADOL, D,
WP, 16, 2022091606,   , BEST,   0, 243N, 1354E, 115,  935, TY,  34, NEQ,  190,  155,  145,  175, 1003,  360,  20,   0,  30,   W,   0,    ,   0,   0,   NANMADOL, D,
